uniprot_id,sequence_length,valid_structure_len,true_topt,pred_topt,abs_error,Avg_pLDDT,top_ratio,top_k,top_residues,importance_max,importance_entropy
J7I0S9,270,270,25.0,24.359375,0.640625,0.81,0.1,27,K106;T260;M7;R32;D199;G36;L102;H261;A138;K211,0.4228898882865906,1.396317720413208
Q6KBS7,300,300,22.0,34.625,12.625,0.83,0.1,30,M281;I236;E241;H44;H87;Y220;G248;R54;H262;F297,0.889918863773346,0.5212714672088623
P0AGG2,286,286,25.0,29.171875,4.171875,0.93,0.1,29,K48;D230;H195;N242;H117;E18;N286;H58;H177;L14,0.7332953214645386,0.9823780059814453
B3TZD8,386,386,30.0,29.8125,0.1875,0.92,0.1,39,H4;D67;K105;V230;E99;A295;K386;K309;K380;F319,0.31715500354766846,1.6286730766296387
Q6KZI8,266,266,62.5,40.3125,22.1875,0.98,0.1,27,H208;N73;N252;K21;R158;K99;E221;H107;H8;K46,0.9182665944099426,0.36602455377578735
Q9UWU1,134,134,75.0,66.75,8.25,0.83,0.1,14,K62;I21;K16;K40;G22;K70;G103;L7;K45;V116,0.4100029766559601,1.2456727027893066
Q9AFG9,413,413,37.0,33.375,3.625,0.82,0.1,42,R228;K115;T305;F31;K159;H383;E350;K230;S67;K202,0.5808303356170654,0.8814446926116943
P9WQP7,370,370,30.0,33.625,3.625,0.95,0.1,37,H230;I87;S281;D145;A142;A323;D97;H39;T12;K369,0.9456072449684143,0.2981182038784027
A0A286JZ72,424,424,50.0,42.03125,7.96875,0.89,0.1,43,P75;E261;R353;G33;K129;D141;N231;A96;G34;D136,0.7791816592216492,0.959182858467102
I0CKV2,349,349,40.0,29.140625,10.859375,0.8,0.1,35,G8;F349;H245;H167;D96;H146;G161;G113;F333;K100,0.911449134349823,0.4444766640663147
P95690,876,798,65.0,69.1875,4.1875,0.92,0.1,80,K488;K156;K42;K522;K225;K755;H351;D534;P746;G547,0.45521068572998047,1.5392413139343262
P46920,418,418,22.0,37.53125,15.53125,0.94,0.1,42,N397;L129;M285;K317;M65;E84;G391;F19;K295;K36,0.4779030978679657,1.3601115942001343
B0BK99,387,387,40.0,38.78125,1.21875,0.81,0.1,39,G44;H283;A35;S201;S295;T291;H38;H97;A70;G31,0.7085456848144531,1.2166105508804321
P10478,837,798,42.5,58.0625,15.5625,0.89,0.1,80,S514;A113;V638;K634;K118;H240;A169;T488;K218;N249,0.32224300503730774,2.0342726707458496
F8U969,424,424,28.0,29.6875,1.6875,0.85,0.1,43,S374;V359;A57;L32;G410;H167;H151;N93;H424;H423,0.8147038221359253,0.7872989177703857
B6CND6,455,455,50.0,43.25,6.75,0.92,0.1,46,V432;N442;K350;H372;Y286;P67;R125;S211;K112;T20,0.7396003603935242,1.1177785396575928
P07547,1583,798,25.0,32.5,7.5,0.23,0.1,80,R335;P628;K734;A746;K435;D780;K356;H342;E93;S32,0.599266529083252,1.2164714336395264
D2SZY4,742,742,32.5,32.5625,0.0625,0.77,0.1,75,G42;S596;R673;H47;G328;S63;K419;K493;K713;G382,0.22079995274543762,2.1156387329101562
O96437,617,617,50.0,32.125,17.875,0.75,0.1,62,H13;E246;D602;K515;K333;K486;A115;R221;S140;H28,0.4834551513195038,1.4052972793579102
Q72JY1,608,608,70.0,58.15625,11.84375,0.78,0.1,61,G536;G452;H465;A50;K344;H413;P590;K565;G329;A340,0.5739439129829407,1.078338623046875
A4Y0Y8,196,196,45.0,35.15625,9.84375,0.96,0.1,20,H21;E68;D97;S117;I67;S137;H9;H45;N29;H190,0.3887298107147217,1.2019212245941162
A9XED1,940,798,37.0,36.5,0.5,0.84,0.1,80,F486;K267;H294;D554;K442;A36;S415;W371;S180;N727,0.4997871518135071,1.4443035125732422
O93838,467,467,56.5,52.21875,4.28125,0.9,0.1,47,E100;E288;A386;F109;V155;D197;S201;K93;H305;T390,0.5929760932922363,1.5032893419265747
Q6H8Y0,1159,798,37.0,37.53125,0.53125,0.28,0.1,80,D149;S67;G645;I226;R8;D443;K101;P270;A202;T54,0.5490454435348511,1.6099566221237183
A0A061M1M5,1278,798,40.0,40.25,0.25,0.28,0.1,80,K723;T580;G474;G43;K617;H81;K538;S459;D758;F195,0.7810356616973877,0.8333357572555542
K0A689,239,239,40.0,63.5625,23.5625,0.95,0.1,24,H155;K239;K182;P201;D215;K238;S78;Y100;G87;M205,0.93282550573349,0.3066835105419159
Q99040,536,536,37.0,37.84375,0.84375,0.93,0.1,54,D185;H254;H117;N382;K3;A245;N536;G325;H206;K534,0.450901061296463,1.1955406665802002
P30925,736,736,95.0,64.9375,30.0625,0.86,0.1,74,H582;H598;N247;S77;R514;K85;S48;W273;H80;K187,0.2838307321071625,2.2446796894073486
P0ADR6,366,366,37.0,31.875,5.125,0.94,0.1,37,Y44;K36;R57;R299;F30;T21;N111;S272;Y140;K14,0.5366304516792297,1.5068271160125732
A4YEG2,140,140,74.0,55.84375,18.15625,0.93,0.1,14,H64;H118;K21;M1;H124;H140;N50;K102;D7;K43,0.3295667767524719,1.7321438789367676
P45040,316,316,20.0,33.59375,13.59375,0.96,0.1,32,K190;K61;S211;T183;E217;H21;A125;E315;H153;I314,0.3799986243247986,1.7503454685211182
B1Q4V2,124,124,68.0,56.0625,11.9375,0.75,0.1,13,Y63;A42;G53;T111;D46;R51;S83;H110;S26;F76,0.9315661191940308,0.36070501804351807
Q8Q0G3,200,200,37.0,55.78125,18.78125,0.92,0.1,20,K189;K6;K13;M73;K138;I12;S116;T184;S96;V30,0.4377756118774414,1.179790735244751
Q0ZS18,87,87,50.0,32.5625,17.4375,0.9,0.1,9,D65;N41;K73;T29;M36;K48;K54;G66;G19,0.8474591970443726,0.5633392930030823
A8D0T0,500,500,50.0,62.0,12.0,0.9,0.1,50,H235;S283;M19;K400;K45;K142;K181;S355;L330;G311,0.35410362482070923,1.5320971012115479
O57917,226,226,25.0,49.28125,24.28125,0.95,0.1,23,H102;H34;S5;K13;K68;K168;M1;K32;K220;K73,0.5231672525405884,1.310813069343567
A4YGR1,661,661,65.0,74.6875,9.6875,0.89,0.1,67,G76;M327;H163;F358;W102;H605;P147;I350;K235;K648,0.6061564683914185,1.424760341644287
Q6H8X6,265,265,37.0,36.34375,0.65625,0.8,0.1,27,S37;T31;S125;A171;P239;K71;W100;K109;A58;S160,0.5699659585952759,1.2878278493881226
P39107,395,395,20.0,36.34375,16.34375,0.76,0.1,40,I240;K56;E391;K114;A97;F32;K168;H95;K198;K76,0.47309449315071106,1.5720691680908203
Q81PP9,209,209,25.0,27.765625,2.765625,0.85,0.1,21,H162;S4;G92;I83;L172;R207;M1;H161;H179;K156,0.8818747997283936,0.4394073188304901
Q5SI82,624,624,65.0,54.625,10.375,0.9,0.1,63,E552;T506;K50;Q62;L563;P189;H338;L84;L365;H182,0.8863173723220825,0.46743243932724
Q66V97,464,464,30.0,31.265625,1.265625,0.93,0.1,47,S401;K432;G450;A325;G221;R334;S310;L84;D426;S21,0.44514235854148865,1.3408511877059937
Q9AT27,572,572,50.0,40.96875,9.03125,0.87,0.1,58,G535;S25;H353;A245;H186;G226;D438;D52;N217;T421,0.5123496651649475,1.2795555591583252
C7EXL6,666,666,45.0,38.75,6.25,0.93,0.1,67,G461;Q48;K156;M464;H237;D387;K173;F309;H431;K658,0.3196586072444916,2.00986647605896
Q976G4,600,600,60.0,66.875,6.875,0.93,0.1,60,N337;Q46;K341;H269;K433;K68;K273;A385;Y581;K143,0.3465995490550995,1.6990344524383545
Q980S1,455,455,65.0,76.5,11.5,0.97,0.1,46,K386;I114;M1;N203;E301;G27;K107;K320;D406;K169,0.4263555705547333,1.913221836090088
Q93CG9,133,133,25.0,19.9375,5.0625,0.9,0.1,14,K115;H37;H51;C74;K85;E109;G84;D83;G106;I105,0.9908467531204224,0.05571349710226059
Q6WRS9,809,798,30.0,37.625,7.625,0.33,0.1,80,A65;T430;K496;L354;H488;C419;L708;K426;F22;K316,0.34765011072158813,1.9194376468658447
P25576,258,258,30.0,28.25,1.75,0.93,0.1,26,H209;N252;L192;G134;S157;K52;H122;K127;Y247;F146,0.9357715249061584,0.30142807960510254
A0A0H3BY05,316,316,37.0,31.671875,5.328125,0.92,0.1,32,K41;K3;H44;S68;K172;K106;K261;G88;S31;T78,0.8902856707572937,0.5279898643493652
D3PT81,339,339,65.0,57.8125,7.1875,0.93,0.1,34,H112;K117;K98;F210;K41;K15;H229;H134;K334;R276,0.3127589523792267,2.054819345474243
E7FHX6,1740,798,80.0,67.25,12.75,0.24,0.1,80,R587;H463;D304;G193;N52;K649;V412;P529;R96;K583,0.5993955135345459,1.1121058464050293
P0AEW6,434,434,35.5,38.1875,2.6875,0.77,0.1,44,A314;G263;P347;G157;E121;K230;A341;A234;T87;H88,0.8666005730628967,0.6140329241752625
A6VQP8,759,759,40.0,33.03125,6.96875,0.92,0.1,76,H84;M487;K566;H308;A257;I7;K531;H128;K8;L334,0.9757101535797119,0.1522078514099121
Q586W9,500,500,37.0,33.53125,3.46875,0.93,0.1,50,H444;H123;G89;H227;T269;G425;E38;R105;T65;R199,0.5045441389083862,0.7828841209411621
A0A191KCR0,733,733,55.0,64.0,9.0,0.89,0.1,74,L510;H207;P625;S302;F4;A124;I170;K496;M402;N233,0.8409150242805481,0.7634180784225464
P36924,546,546,37.0,50.21875,13.21875,0.84,0.1,55,H322;K516;P53;A319;K390;L291;K367;E510;L262;G299,0.5711525678634644,1.7504487037658691
Q9K2V8,301,301,37.0,41.90625,4.90625,0.87,0.1,31,K50;K260;K271;R164;V122;E22;S128;Q233;E101;M87,0.3657563626766205,1.887945294380188
O28046,181,181,80.0,67.875,12.125,0.91,0.1,19,K115;E157;M30;I25;N88;K177;K20;M95;R12;V98,0.42452800273895264,1.2114750146865845
A7TVD4,478,478,60.0,58.84375,1.15625,0.93,0.1,48,K158;S162;N148;N151;K117;Q281;S128;G355;V441;N189,0.8902071714401245,0.45847606658935547
A4YI81,314,314,70.0,75.75,5.75,0.94,0.1,32,K289;K109;S297;T123;K283;F100;N258;K24;K35;T59,0.5961030125617981,1.1406962871551514
A8CFB7,296,296,37.0,36.5,0.5,0.87,0.1,30,D25;K17;T250;M49;I138;A83;Q275;A60;K11;L179,0.5653043985366821,0.9236650466918945
C7IV28,872,798,60.0,54.40625,5.59375,0.31,0.1,80,K521;F695;K12;Q46;I61;K246;L740;E62;D509;A789,0.7580136060714722,0.9888002276420593
A9WC36,409,409,55.0,29.0625,25.9375,0.95,0.1,41,H288;F310;A211;D398;K65;G205;G187;H6;R324;F235,0.47821134328842163,1.2523854970932007
Q0VTB0,382,382,45.0,25.65625,19.34375,0.93,0.1,39,G364;M381;T306;S333;K368;S244;P63;K18;H212;H211,0.47479742765426636,1.5113359689712524
Q5CD72,545,545,20.0,28.765625,8.765625,0.89,0.1,55,H166;E456;H348;G467;H352;V93;N278;H347;V420;H40,0.8951418399810791,0.43010324239730835
L8BT48,354,354,40.0,30.375,9.625,0.97,0.1,36,S79;K345;S172;H160;H232;M144;D113;S330;K37;S168,0.9593620896339417,0.22567123174667358
B6VP39,634,634,37.0,43.25,6.25,0.74,0.1,64,T633;E627;H551;D28;H452;R301;A227;A204;E97;H16,0.7673419713973999,1.0227941274642944
S5RVR8,769,769,60.0,43.09375,16.90625,0.89,0.1,77,E688;T453;D368;N414;K354;S45;A69;N137;N93;N647,0.4687066376209259,1.4622864723205566
A0A0K2X0F2,148,148,37.0,34.59375,2.40625,0.89,0.1,15,E136;R146;N5;H130;R105;L37;G59;D117;F101;D79,0.5899576544761658,0.7350791692733765
D1MX70,160,160,39.0,26.4375,12.5625,0.9,0.1,16,G87;K132;Y98;G127;G93;F44;E128;M148;L153;P63,0.7393854856491089,0.6116877794265747
Q93J06,295,295,37.5,38.9375,1.4375,0.92,0.1,30,G124;T114;K173;A137;Y193;T80;E263;G147;T197;T259,0.8174433708190918,0.8240387439727783
P55250,494,494,30.0,32.75,2.75,0.94,0.1,50,H187;S407;K397;H218;K426;G100;K213;S412;K460;N137,0.6719463467597961,1.1651264429092407
A0A0P1J5J7,345,345,30.0,35.4375,5.4375,0.96,0.1,35,H293;H30;L82;H178;W132;R302;G309;A288;H341;V216,0.6155264377593994,1.189422845840454
I0CKV3,376,376,40.0,34.25,5.75,0.8,0.1,38,R30;S105;K255;H112;G39;H261;T192;Y291;N211;S33,0.5880902409553528,0.834767758846283
E7FHX4,123,123,60.0,61.21875,1.21875,0.82,0.1,13,K14;K40;E97;E67;G39;Q116;R10;K30;L119;K18,0.30414095520973206,1.8229506015777588
P0A6I3,316,316,37.0,35.8125,1.1875,0.94,0.1,32,K4;L291;N83;L198;N43;K158;E310;K316;P88;K40,0.9784864783287048,0.13819736242294312
Q4VRV8,551,551,37.0,32.125,4.875,0.87,0.1,56,K122;H341;A7;S207;Q498;G285;D31;R535;E379;H173,0.9768065214157104,0.12742803990840912
Q21KE5,365,365,30.0,50.625,20.625,0.86,0.1,37,K162;H107;L139;A203;D124;M193;N342;R246;L292;K322,0.7399988174438477,0.725913941860199
A8YBP8,315,315,25.0,28.359375,3.359375,0.97,0.1,32,H64;D241;A190;T187;K194;T8;H157;V33;D315;K89,0.6515251994132996,1.0229588747024536
Q6KYX5,636,636,70.0,87.375,17.375,0.94,0.1,64,S549;K106;K402;N279;N9;K631;I390;K511;N78;A217,0.42612096667289734,2.123105525970459
Q9KPJ7,579,579,20.0,27.3125,7.3125,0.9,0.1,58,H514;A313;E194;L283;M204;H526;T268;M262;S84;R71,0.6769779920578003,0.8530089855194092
P13154,367,367,30.0,35.59375,5.59375,0.94,0.1,37,H32;H274;H359;H193;H358;Q104;I317;K206;K163;P249,0.4054757058620453,1.5721690654754639
A8CGP1,229,229,40.0,59.3125,19.3125,0.96,0.1,23,H145;K229;P191;K172;K228;S68;Y90;G77;M195;S27,0.9482578039169312,0.24705742299556732
Q9RFV6,407,407,30.0,39.4375,9.4375,0.93,0.1,41,H355;H175;P184;H366;H220;G105;K147;K256;S260;K53,0.3637921214103699,1.853977918624878
O74641,516,516,55.0,41.78125,13.21875,0.94,0.1,52,K49;T230;C71;N223;T358;T271;G195;N265;T169;R386,0.4614326059818268,1.3435145616531372
Q97VZ8,262,262,75.0,72.3125,2.6875,0.9,0.1,27,K93;S147;I251;Q17;K83;G30;G35;E82;E205;S165,0.46708372235298157,1.4494028091430664
B6E9W1,541,541,37.0,34.40625,2.59375,0.93,0.1,55,H164;L218;Q101;D210;E85;D414;I10;I184;K177;H415,0.1704126000404358,2.332334280014038
A4LA85,366,366,35.0,47.125,12.125,0.78,0.1,37,H75;I257;H324;H181;A34;E272;S151;S105;W59;H96,0.724097728729248,1.0542782545089722
P54495,321,321,32.0,33.1875,1.1875,0.98,0.1,33,N22;K197;I64;Q28;A47;V152;N313;H29;A311;S294,0.513961672782898,1.1576957702636719
Q9RN49,296,296,37.0,39.625,2.625,0.89,0.1,30,H137;R272;G194;A52;H247;G84;K232;K293;D105;W218,0.33808276057243347,1.7425024509429932
O50134,336,336,25.0,71.375,46.375,0.91,0.1,34,D99;K232;K126;K171;K150;M1;L224;G248;I335;L13,0.37974461913108826,1.3735264539718628
Q2MF17,424,424,37.0,38.375,1.375,0.8,0.1,43,H369;G420;H419;S44;S86;D93;N8;H379;H4;V110,0.6212583780288696,0.893680214881897
P10474,1039,798,85.0,73.25,11.75,0.3,0.1,80,G419;D561;K429;K796;N708;S227;K155;C771;R439;L695,0.3326633870601654,1.7793259620666504
A5HMI0,118,118,28.0,29.625,1.625,0.79,0.1,12,Y61;K114;H99;W29;I113;G28;A7;D71;L57;V75,0.9760992527008057,0.12659475207328796
A0A087IPJ7,251,251,37.0,31.53125,5.46875,0.97,0.1,26,G241;T167;K39;I104;G105;M19;T85;K142;T146;K116,0.9932069182395935,0.0518631711602211
Q8IDD3,574,574,37.0,34.0,3.0,0.85,0.1,58,K195;K545;H379;R337;L303;D253;H444;K64;N419;T284,0.6249139308929443,1.0859038829803467
A0A0K0M737,264,264,55.0,45.5625,9.4375,0.95,0.1,27,K116;K255;N11;N7;S188;D226;N198;D107;K128;Y61,0.7598074078559875,0.803934633731842
S6D3Q2,737,737,20.0,36.53125,16.53125,0.8,0.1,74,D612;R675;G330;G81;K421;P186;S65;A206;S597;G384,0.43398597836494446,1.876373052597046
Q59328,1321,798,70.0,61.1875,8.8125,0.86,0.1,80,F361;D603;H552;K499;K169;N329;H761;K468;K352;Y558,0.37193799018859863,1.7724419832229614
P26937,288,288,37.0,32.4375,4.5625,0.96,0.1,29,I252;H43;H94;H111;H12;H29;V70;S183;K59;N265,0.7259960770606995,0.7637062072753906
Q51723,472,472,95.0,88.625,6.375,0.94,0.1,48,K252;K116;K38;A68;F86;H158;Y416;I80;K296;R77,0.4493870735168457,1.1477832794189453
Q47898,340,340,37.0,52.03125,15.03125,0.92,0.1,34,K131;Y5;K178;H250;K175;M141;E252;I4;K82;K307,0.4276938736438751,1.8094043731689453
Q5LX16,305,305,30.0,40.40625,10.40625,0.85,0.1,31,H3;M84;S122;K68;Y42;K92;P242;L185;E263;A64,0.7995375990867615,0.730668306350708
Q50566,561,561,60.0,60.875,0.875,0.96,0.1,57,H400;D351;R417;L284;T241;D264;R88;P414;R331;S136,0.7333376407623291,0.9375418424606323
P22936,367,367,37.0,27.296875,9.703125,0.93,0.1,37,K148;E182;K305;K175;S263;G188;G118;S204;G38;M290,0.9677976965904236,0.1820894479751587
A7LVG6,421,421,45.0,43.34375,1.65625,0.91,0.1,43,H230;A168;S14;H58;E213;K372;G8;D252;V246;L205,0.9935452938079834,0.04763571918010712
A0A2P5JUT5,1047,798,30.0,31.5,1.5,0.3,0.1,80,H748;Q645;H641;D502;H510;H20;T766;S558;A118;S669,0.633807897567749,1.0946226119995117
Q8EEB0,356,356,25.0,31.671875,6.671875,0.93,0.1,36,S142;H135;H198;P55;H271;L268;K129;E81;E341;Q123,0.692453920841217,1.1394485235214233
H9NJ52,538,538,38.5,41.78125,3.28125,0.78,0.1,54,S535;H138;K308;C130;M196;S424;S192;W249;A366;H39,0.8225930333137512,0.7007869482040405
Q59329,354,354,30.0,38.34375,8.34375,0.76,0.1,36,G324;S222;S263;P51;Y291;G266;A276;A33;G125;P347,0.5886954665184021,1.3049098253250122
Q969A8,468,468,37.0,31.96875,5.03125,0.86,0.1,47,K366;G317;H449;K101;P244;K132;I252;R143;K438;W382,0.9709516167640686,0.18720491230487823
I3QNT0,161,161,37.0,36.96875,0.03125,0.87,0.1,17,A72;H67;G49;H157;G20;H84;E39;M154;D140;Y30,0.707647979259491,0.8297940492630005
Q2UPZ7,498,498,50.0,33.6875,16.3125,0.91,0.1,50,K46;K100;H166;G202;K77;N385;G76;K177;H310;N209,0.7078965306282043,0.9796522259712219
D7BAR0,555,555,42.0,37.40625,4.59375,0.96,0.1,56,H366;G45;D555;T537;G532;S48;T56;R279;L13;P6,0.9628878235816956,0.21665149927139282
O74634,577,577,30.0,32.21875,2.21875,0.89,0.1,58,R414;S344;I417;K577;Q462;N423;G392;K497;S544;G36,0.3532510995864868,1.7817089557647705
A5A4M8,878,798,70.0,59.8125,10.1875,0.79,0.1,80,L75;A21;H226;S231;F676;H244;P170;K195;K792;E662,0.6487745046615601,1.1956768035888672
A0JC04,254,254,51.5,32.875,18.625,0.98,0.1,26,D200;S80;N132;H105;N241;K209;G99;H182;H46;H6,0.6223118901252747,1.0950692892074585
Q4JQJ3,134,134,20.0,30.296875,10.296875,0.84,0.1,14,K116;S65;T82;K101;G76;D75;A121;L127;H57;G68,0.9943643808364868,0.03968137875199318
Q84GK1,215,215,60.0,60.53125,0.53125,0.95,0.1,22,H131;K215;P177;K158;K214;S54;Y76;G63;S13;M181,0.9445063471794128,0.2617204487323761
A0A0K2GVV7,414,414,40.0,40.53125,0.53125,0.93,0.1,42,K381;K333;H132;G389;K205;N183;S292;K259;S244;G258,0.5438838005065918,1.3681838512420654
Q6PY95,1023,798,30.0,32.4375,2.4375,0.29,0.1,80,A683;T652;A262;H386;L775;H596;K380;S181;Y102;K65,0.5635271668434143,1.1537117958068848
P95928,785,785,80.0,77.5,2.5,0.3,0.1,79,P194;K694;S404;M460;Y23;K720;K3;L74;E182;R753,0.4670009911060333,1.653627634048462
