Filename,Avg_pLDDT,Rating
Q9HIC2.pdb,0.94,Excellent (极好)
A3GHL4.pdb,0.94,Excellent (极好)
A0A140JW77.pdb,0.94,Excellent (极好)
O05510.pdb,0.94,Excellent (极好)
Q9I530.pdb,0.94,Excellent (极好)
Q8U3I6.pdb,0.94,Excellent (极好)
Q65L63.pdb,0.94,Excellent (极好)
P10584.pdb,0.94,Excellent (极好)
Q6R7Z5.pdb,0.94,Excellent (极好)
Q9YET5.pdb,0.94,Excellent (极好)
P38032.pdb,0.94,Excellent (极好)
I6Y4D2.pdb,0.94,Excellent (极好)
A3GF05.pdb,0.94,Excellent (极好)
Q9NL96.pdb,0.94,Excellent (极好)
Q6LXJ6.pdb,0.94,Excellent (极好)
C5J3R6.pdb,0.94,Excellent (极好)
Q6Y656.pdb,0.94,Excellent (极好)
Q06AK7.pdb,0.94,Excellent (极好)
Q57880.pdb,0.94,Excellent (极好)
C6L862.pdb,0.94,Excellent (极好)
O33707.pdb,0.94,Excellent (极好)
Q2K0Q7.pdb,0.94,Excellent (极好)
Q5JI09.pdb,0.94,Excellent (极好)
Q4JB88.pdb,0.94,Excellent (极好)
Q8IE38.pdb,0.94,Excellent (极好)
Q9KHJ9.pdb,0.94,Excellent (极好)
Q96XE7.pdb,0.94,Excellent (极好)
Q5AUX2.pdb,0.94,Excellent (极好)
Q5CXD0.pdb,0.94,Excellent (极好)
O74641.pdb,0.94,Excellent (极好)
Q47RJ6.pdb,0.94,Excellent (极好)
Q5SJ01.pdb,0.94,Excellent (极好)
B3WD16.pdb,0.94,Excellent (极好)
Q4JAD1.pdb,0.94,Excellent (极好)
P04957.pdb,0.94,Excellent (极好)
Q9HUU7.pdb,0.94,Excellent (极好)
Q12XX4.pdb,0.94,Excellent (极好)
Q9NAT4.pdb,0.94,Excellent (极好)
D4P4Y7.pdb,0.94,Excellent (极好)
Q04212.pdb,0.94,Excellent (极好)
W8QF82.pdb,0.94,Excellent (极好)
P46920.pdb,0.94,Excellent (极好)
Q8U2A4.pdb,0.94,Excellent (极好)
W8P6D0.pdb,0.94,Excellent (极好)
P55250.pdb,0.94,Excellent (极好)
Q9ZAP8.pdb,0.94,Excellent (极好)
Q4J702.pdb,0.94,Excellent (极好)
Q9AIK2.pdb,0.94,Excellent (极好)
Q81LA8.pdb,0.94,Excellent (极好)
P26093.pdb,0.94,Excellent (极好)
Q97YX7.pdb,0.94,Excellent (极好)
P0A6K3.pdb,0.94,Excellent (极好)
O68541.pdb,0.94,Excellent (极好)
Q8CJQ1.pdb,0.94,Excellent (极好)
O50444.pdb,0.94,Excellent (极好)
O66747.pdb,0.94,Excellent (极好)
Q4QNS8.pdb,0.94,Excellent (极好)
A0A1K3RIC7.pdb,0.94,Excellent (极好)
B1Y9F9.pdb,0.94,Excellent (极好)
B9WZX7.pdb,0.94,Excellent (极好)
Q59618.pdb,0.94,Excellent (极好)
Q9I0Q0.pdb,0.94,Excellent (极好)
Q58LW6.pdb,0.94,Excellent (极好)
Q8NRQ7.pdb,0.94,Excellent (极好)
Q6KZ98.pdb,0.94,Excellent (极好)
B8IF02.pdb,0.94,Excellent (极好)
Q08352.pdb,0.94,Excellent (极好)
A0A0F6QU36.pdb,0.94,Excellent (极好)
P54166.pdb,0.94,Excellent (极好)
Q4QEB3.pdb,0.94,Excellent (极好)
Q97VM8.pdb,0.94,Excellent (极好)
A9H275.pdb,0.94,Excellent (极好)
Q5SIJ1.pdb,0.94,Excellent (极好)
Q0E4W0.pdb,0.94,Excellent (极好)
Q8WZI8.pdb,0.94,Excellent (极好)
Q8NKS4.pdb,0.94,Excellent (极好)
A3MUJ4.pdb,0.94,Excellent (极好)
Q8KWI9.pdb,0.94,Excellent (极好)
O93656.pdb,0.94,Excellent (极好)
B1N1A2.pdb,0.94,Excellent (极好)
Q4KIM5.pdb,0.94,Excellent (极好)
A2BIX4.pdb,0.94,Excellent (极好)
Q8KRD4.pdb,0.94,Excellent (极好)
W5RWH8.pdb,0.94,Excellent (极好)
O54204.pdb,0.94,Excellent (极好)
Q5JIE9.pdb,0.94,Excellent (极好)
F9VMI9.pdb,0.94,Excellent (极好)
Q9I6J9.pdb,0.94,Excellent (极好)
P9WJJ7.pdb,0.94,Excellent (极好)
Q8U144.pdb,0.94,Excellent (极好)
O28778.pdb,0.94,Excellent (极好)
C9K2Z6.pdb,0.94,Excellent (极好)
E9LVH8.pdb,0.94,Excellent (极好)
Q9Y8D9.pdb,0.94,Excellent (极好)
Q4DMS3.pdb,0.94,Excellent (极好)
P39138.pdb,0.94,Excellent (极好)
P09347.pdb,0.94,Excellent (极好)
P09169.pdb,0.94,Excellent (极好)
A0A059WLZ7.pdb,0.94,Excellent (极好)
A0A077AY47.pdb,0.94,Excellent (极好)
Q8CT69.pdb,0.94,Excellent (极好)
Q65GB9.pdb,0.94,Excellent (极好)
A4YI81.pdb,0.94,Excellent (极好)
Q97VT7.pdb,0.94,Excellent (极好)
Q9UR30.pdb,0.94,Excellent (极好)
P39485.pdb,0.94,Excellent (极好)
Q8U259.pdb,0.94,Excellent (极好)
O67060.pdb,0.94,Excellent (极好)
Q6KYX5.pdb,0.94,Excellent (极好)
V5LER1.pdb,0.94,Excellent (极好)
A1S0B1.pdb,0.94,Excellent (极好)
P77425.pdb,0.94,Excellent (极好)
P50933.pdb,0.94,Excellent (极好)
P0A6I3.pdb,0.94,Excellent (极好)
P06961.pdb,0.94,Excellent (极好)
D9J041.pdb,0.94,Excellent (极好)
M1R344.pdb,0.94,Excellent (极好)
P97046.pdb,0.94,Excellent (极好)
S4T8N6.pdb,0.94,Excellent (极好)
O58453.pdb,0.94,Excellent (极好)
D8WN00.pdb,0.94,Excellent (极好)
Q7CIZ7.pdb,0.94,Excellent (极好)
K0J2A4.pdb,0.94,Excellent (极好)
A8JC04.pdb,0.94,Excellent (极好)
Q5KR05.pdb,0.94,Excellent (极好)
C8WGQ3.pdb,0.94,Excellent (极好)
E7EKB8.pdb,0.94,Excellent (极好)
P0A873.pdb,0.94,Excellent (极好)
Q01284.pdb,0.94,Excellent (极好)
Q9I6K2.pdb,0.94,Excellent (极好)
O29794.pdb,0.94,Excellent (极好)
A0A145Y386.pdb,0.94,Excellent (极好)
F0QXN6.pdb,0.94,Excellent (极好)
A0JC77.pdb,0.94,Excellent (极好)
Q6L6Q4.pdb,0.94,Excellent (极好)
Q88FY2.pdb,0.94,Excellent (极好)
Q5JI38.pdb,0.94,Excellent (极好)
E7FHL9.pdb,0.94,Excellent (极好)
Q0ZS19.pdb,0.94,Excellent (极好)
A0A075Q354.pdb,0.94,Excellent (极好)
Q2YS20.pdb,0.94,Excellent (极好)
P40495.pdb,0.94,Excellent (极好)
P48425.pdb,0.94,Excellent (极好)
Q9RFN5.pdb,0.94,Excellent (极好)
Q68AP4.pdb,0.93,Excellent (极好)
E9LVH9.pdb,0.93,Excellent (极好)
P76251.pdb,0.93,Excellent (极好)
Q47RJ7.pdb,0.93,Excellent (极好)
G4T024.pdb,0.93,Excellent (极好)
C5NU54.pdb,0.93,Excellent (极好)
Q58185.pdb,0.93,Excellent (极好)
Q97V06.pdb,0.93,Excellent (极好)
Q6UVM5.pdb,0.93,Excellent (极好)
A0A0H2Z9F5.pdb,0.93,Excellent (极好)
A0A068CB13.pdb,0.93,Excellent (极好)
G5DE31.pdb,0.93,Excellent (极好)
A0A0U2RV57.pdb,0.93,Excellent (极好)
Q837U7.pdb,0.93,Excellent (极好)
P42663.pdb,0.93,Excellent (极好)
Q5JDJ1.pdb,0.93,Excellent (极好)
A8F6K5.pdb,0.93,Excellent (极好)
A9CK16.pdb,0.93,Excellent (极好)
Q2LE69.pdb,0.93,Excellent (极好)
Q8NKS2.pdb,0.93,Excellent (极好)
Q8E5N5.pdb,0.93,Excellent (极好)
P09158.pdb,0.93,Excellent (极好)
Q05016.pdb,0.93,Excellent (极好)
Q3IEB7.pdb,0.93,Excellent (极好)
Q60352.pdb,0.93,Excellent (极好)
Q51548.pdb,0.93,Excellent (极好)
G2RGW4.pdb,0.93,Excellent (极好)
P32021.pdb,0.93,Excellent (极好)
Q9RFV6.pdb,0.93,Excellent (极好)
Q5JHF1.pdb,0.93,Excellent (极好)
P48424.pdb,0.93,Excellent (极好)
P25087.pdb,0.93,Excellent (极好)
Q1XG01.pdb,0.93,Excellent (极好)
P61883.pdb,0.93,Excellent (极好)
I7HFV7.pdb,0.93,Excellent (极好)
Q9HV27.pdb,0.93,Excellent (极好)
B6YTG7.pdb,0.93,Excellent (极好)
O31097.pdb,0.93,Excellent (极好)
C4LUB5.pdb,0.93,Excellent (极好)
D3JTC1.pdb,0.93,Excellent (极好)
Q9ADE8.pdb,0.93,Excellent (极好)
A0A0K2GVV7.pdb,0.93,Excellent (极好)
B0NGC5.pdb,0.93,Excellent (极好)
P42094.pdb,0.93,Excellent (极好)
Q9X122.pdb,0.93,Excellent (极好)
G2Q4H7.pdb,0.93,Excellent (极好)
Q877I5.pdb,0.93,Excellent (极好)
A0A0E4AY21.pdb,0.93,Excellent (极好)
Q976X5.pdb,0.93,Excellent (极好)
O27106.pdb,0.93,Excellent (极好)
A0A1B1WA13.pdb,0.93,Excellent (极好)
Q88B12.pdb,0.93,Excellent (极好)
Q9LAH7.pdb,0.93,Excellent (极好)
U6CL97.pdb,0.93,Excellent (极好)
P07913.pdb,0.93,Excellent (极好)
A5IKD4.pdb,0.93,Excellent (极好)
D9TQ00.pdb,0.93,Excellent (极好)
Q9LCC5.pdb,0.93,Excellent (极好)
Q5B2G3.pdb,0.93,Excellent (极好)
Q9P9K9.pdb,0.93,Excellent (极好)
O29852.pdb,0.93,Excellent (极好)
A8DEZ8.pdb,0.93,Excellent (极好)
P0A786.pdb,0.93,Excellent (极好)
Q58595.pdb,0.93,Excellent (极好)
P25576.pdb,0.93,Excellent (极好)
Q9YEJ7.pdb,0.93,Excellent (极好)
Q7S2S4.pdb,0.93,Excellent (极好)
Q9YDK6.pdb,0.93,Excellent (极好)
Q58933.pdb,0.93,Excellent (极好)
P0AGG2.pdb,0.93,Excellent (极好)
B6E9W1.pdb,0.93,Excellent (极好)
Q9XCW3.pdb,0.93,Excellent (极好)
C1K6P2.pdb,0.93,Excellent (极好)
B0R9W3.pdb,0.93,Excellent (极好)
Q2V0H1.pdb,0.93,Excellent (极好)
Q6L285.pdb,0.93,Excellent (极好)
P61111.pdb,0.93,Excellent (极好)
Q7LYI9.pdb,0.93,Excellent (极好)
Q9X0S8.pdb,0.93,Excellent (极好)
Q74HL7.pdb,0.93,Excellent (极好)
Q9RF52.pdb,0.93,Excellent (极好)
A2RNG4.pdb,0.93,Excellent (极好)
E5RQ20.pdb,0.93,Excellent (极好)
O30560.pdb,0.93,Excellent (极好)
Q1ARU5.pdb,0.93,Excellent (极好)
Q5CSM7.pdb,0.93,Excellent (极好)
D3PT81.pdb,0.93,Excellent (极好)
A7Y9V0.pdb,0.93,Excellent (极好)
Q88Q83.pdb,0.93,Excellent (极好)
Q6MNP0.pdb,0.93,Excellent (极好)
D9Q1R5.pdb,0.93,Excellent (极好)
Q9AJS0.pdb,0.93,Excellent (极好)
P9WFX3.pdb,0.93,Excellent (极好)
Q5ECC3.pdb,0.93,Excellent (极好)
A9QT35.pdb,0.93,Excellent (极好)
B1Y9G0.pdb,0.93,Excellent (极好)
Q66V97.pdb,0.93,Excellent (极好)
B1GSN6.pdb,0.93,Excellent (极好)
A7J1X4.pdb,0.93,Excellent (极好)
P50251.pdb,0.93,Excellent (极好)
Q9YEA1.pdb,0.93,Excellent (极好)
Q99040.pdb,0.93,Excellent (极好)
O30561.pdb,0.93,Excellent (极好)
Q56S04.pdb,0.93,Excellent (极好)
Q5SLJ4.pdb,0.93,Excellent (极好)
Q58980.pdb,0.93,Excellent (极好)
P43886.pdb,0.93,Excellent (极好)
D9XD61.pdb,0.93,Excellent (极好)
Q5QKF8.pdb,0.93,Excellent (极好)
F7YTI3.pdb,0.93,Excellent (极好)
Q81IH1.pdb,0.93,Excellent (极好)
P81717.pdb,0.93,Excellent (极好)
Q01532.pdb,0.93,Excellent (极好)
P0AB89.pdb,0.93,Excellent (极好)
E0XF09.pdb,0.93,Excellent (极好)
O59071.pdb,0.93,Excellent (极好)
S5YEW8.pdb,0.93,Excellent (极好)
C0ZRJ2.pdb,0.93,Excellent (极好)
C7EXL6.pdb,0.93,Excellent (极好)
P9WJ93.pdb,0.93,Excellent (极好)
P58314.pdb,0.93,Excellent (极好)
Q603D5.pdb,0.93,Excellent (极好)
Q485S0.pdb,0.93,Excellent (极好)
Q8ESQ6.pdb,0.93,Excellent (极好)
P33247.pdb,0.93,Excellent (极好)
Q2RIZ2.pdb,0.93,Excellent (极好)
A0A0K2F2K4.pdb,0.93,Excellent (极好)
Q8NTE1.pdb,0.93,Excellent (极好)
Q9HHA2.pdb,0.93,Excellent (极好)
A5VEL7.pdb,0.93,Excellent (极好)
Q70FD1.pdb,0.93,Excellent (极好)
A4CYJ9.pdb,0.93,Excellent (极好)
E9BLE1.pdb,0.93,Excellent (极好)
P33025.pdb,0.93,Excellent (极好)
A9QVV8.pdb,0.93,Excellent (极好)
G4RK44.pdb,0.93,Excellent (极好)
Q9PER7.pdb,0.93,Excellent (极好)
P94368.pdb,0.93,Excellent (极好)
Q2QC89.pdb,0.93,Excellent (极好)
P56081.pdb,0.93,Excellent (极好)
Q0VTB0.pdb,0.93,Excellent (极好)
R4L284.pdb,0.93,Excellent (极好)
Q7V6D4.pdb,0.93,Excellent (极好)
P53052.pdb,0.93,Excellent (极好)
Q4A9M4.pdb,0.93,Excellent (极好)
O66937.pdb,0.93,Excellent (极好)
Q51507.pdb,0.93,Excellent (极好)
Q976G4.pdb,0.93,Excellent (极好)
O73949.pdb,0.93,Excellent (极好)
Q97ZF1.pdb,0.93,Excellent (极好)
F6KV62.pdb,0.93,Excellent (极好)
Q9HX12.pdb,0.93,Excellent (极好)
Q9AJE3.pdb,0.93,Excellent (极好)
P60785.pdb,0.93,Excellent (极好)
Q9WYB7.pdb,0.93,Excellent (极好)
Q2N4T5.pdb,0.93,Excellent (极好)
Q12713.pdb,0.93,Excellent (极好)
Q17ZY4.pdb,0.93,Excellent (极好)
Q8U1Z6.pdb,0.93,Excellent (极好)
B5MGR2.pdb,0.93,Excellent (极好)
P0AB91.pdb,0.93,Excellent (极好)
Q9HUG8.pdb,0.93,Excellent (极好)
Q08VU0.pdb,0.93,Excellent (极好)
P15770.pdb,0.93,Excellent (极好)
A0A140N893.pdb,0.93,Excellent (极好)
P50388.pdb,0.93,Excellent (极好)
P27306.pdb,0.93,Excellent (极好)
Q47RA9.pdb,0.93,Excellent (极好)
P81535.pdb,0.93,Excellent (极好)
P39831.pdb,0.93,Excellent (极好)
Q58761.pdb,0.93,Excellent (极好)
Q56317.pdb,0.93,Excellent (极好)
Q46948.pdb,0.93,Excellent (极好)
P37794.pdb,0.93,Excellent (极好)
Q586W9.pdb,0.93,Excellent (极好)
P58764.pdb,0.93,Excellent (极好)
O32374.pdb,0.93,Excellent (极好)
P20906.pdb,0.93,Excellent (极好)
H6UWP3.pdb,0.93,Excellent (极好)
F4NCC3.pdb,0.93,Excellent (极好)
B7A9X4.pdb,0.93,Excellent (极好)
A0A0A2SLZ4.pdb,0.93,Excellent (极好)
Q4F895.pdb,0.93,Excellent (极好)
Q2HWU5.pdb,0.93,Excellent (极好)
Q9Z4Z5.pdb,0.93,Excellent (极好)
Q8GAX0.pdb,0.93,Excellent (极好)
F8AEA4.pdb,0.93,Excellent (极好)
Q7M135.pdb,0.93,Excellent (极好)
Q9L7P2.pdb,0.93,Excellent (极好)
Q9K3J3.pdb,0.93,Excellent (极好)
A4YEG2.pdb,0.93,Excellent (极好)
Q72GU1.pdb,0.93,Excellent (极好)
Q1AWQ0.pdb,0.93,Excellent (极好)
Q8U3L0.pdb,0.93,Excellent (极好)
Q52500.pdb,0.93,Excellent (极好)
O84781.pdb,0.93,Excellent (极好)
A3MWU9.pdb,0.93,Excellent (极好)
P22936.pdb,0.93,Excellent (极好)
A3MVR8.pdb,0.93,Excellent (极好)
P13661.pdb,0.93,Excellent (极好)
E0RVY7.pdb,0.93,Excellent (极好)
P20845.pdb,0.93,Excellent (极好)
B9WPN8.pdb,0.93,Excellent (极好)
G7VCG0.pdb,0.93,Excellent (极好)
Q51739.pdb,0.93,Excellent (极好)
Q9XBQ3.pdb,0.93,Excellent (极好)
O58691.pdb,0.93,Excellent (极好)
P26646.pdb,0.93,Excellent (极好)
Q45477.pdb,0.93,Excellent (极好)
Q58037.pdb,0.93,Excellent (极好)
P27833.pdb,0.93,Excellent (极好)
D1MYR1.pdb,0.93,Excellent (极好)
Q71JU8.pdb,0.93,Excellent (极好)
Q04ML5.pdb,0.93,Excellent (极好)
Q8EEB0.pdb,0.93,Excellent (极好)
H9C9P0.pdb,0.93,Excellent (极好)
Q4QZ27.pdb,0.93,Excellent (极好)
Q0ZS23.pdb,0.93,Excellent (极好)
Q9F1X7.pdb,0.93,Excellent (极好)
Q86RB1.pdb,0.93,Excellent (极好)
Q2FUB2.pdb,0.93,Excellent (极好)
C6ZHB0.pdb,0.93,Excellent (极好)
Q58407.pdb,0.93,Excellent (极好)
Q9UWR5.pdb,0.93,Excellent (极好)
P49421.pdb,0.93,Excellent (极好)
Q9YA66.pdb,0.93,Excellent (极好)
K0J3J2.pdb,0.93,Excellent (极好)
Q5JH87.pdb,0.93,Excellent (极好)
Q8L3C9.pdb,0.93,Excellent (极好)
Q8RJN8.pdb,0.93,Excellent (极好)
V9NGI4.pdb,0.93,Excellent (极好)
Q7LXU1.pdb,0.93,Excellent (极好)
Q078T0.pdb,0.93,Excellent (极好)
A6N8S2.pdb,0.93,Excellent (极好)
G4WJC8.pdb,0.93,Excellent (极好)
Q9X024.pdb,0.93,Excellent (极好)
Q93Y52.pdb,0.93,Excellent (极好)
C7R702.pdb,0.93,Excellent (极好)
C3W7W0.pdb,0.93,Excellent (极好)
B3VA58.pdb,0.93,Excellent (极好)
A7TVD4.pdb,0.93,Excellent (极好)
G3JWZ2.pdb,0.93,Excellent (极好)
P80040.pdb,0.93,Excellent (极好)
Q2V983.pdb,0.93,Excellent (极好)
Q89VT8.pdb,0.93,Excellent (极好)
A4UU76.pdb,0.93,Excellent (极好)
Q88L96.pdb,0.93,Excellent (极好)
Q66WM4.pdb,0.93,Excellent (极好)
Q0CDD9.pdb,0.93,Excellent (极好)
Q8DR77.pdb,0.93,Excellent (极好)
Q0PGS3.pdb,0.92,Excellent (极好)
Q27651.pdb,0.92,Excellent (极好)
A1B5I2.pdb,0.92,Excellent (极好)
Q45071.pdb,0.92,Excellent (极好)
Q2SWW9.pdb,0.92,Excellent (极好)
Q8U3Y2.pdb,0.92,Excellent (极好)
X5CPN2.pdb,0.92,Excellent (极好)
P9WIJ3.pdb,0.92,Excellent (极好)
Q76KC2.pdb,0.92,Excellent (极好)
Q9X584.pdb,0.92,Excellent (极好)
A8D7K2.pdb,0.92,Excellent (极好)
A9P7G0.pdb,0.92,Excellent (极好)
C5J048.pdb,0.92,Excellent (极好)
A1A048.pdb,0.92,Excellent (极好)
Q97LU2.pdb,0.92,Excellent (极好)
P80650.pdb,0.92,Excellent (极好)
C7A621.pdb,0.92,Excellent (极好)
Q5H614.pdb,0.92,Excellent (极好)
P27000.pdb,0.92,Excellent (极好)
A0A0E4AX59.pdb,0.92,Excellent (极好)
D0VX20.pdb,0.92,Excellent (极好)
Q53TZ2.pdb,0.92,Excellent (极好)
Q81W29.pdb,0.92,Excellent (极好)
Q06241.pdb,0.92,Excellent (极好)
Q6XNK6.pdb,0.92,Excellent (极好)
Q8U4G1.pdb,0.92,Excellent (极好)
P0A7Y4.pdb,0.92,Excellent (极好)
Q5SJA1.pdb,0.92,Excellent (极好)
A0A0H3BY05.pdb,0.92,Excellent (极好)
Q59468.pdb,0.92,Excellent (极好)
Q5U921.pdb,0.92,Excellent (极好)
Q8DT64.pdb,0.92,Excellent (极好)
B8QHP5.pdb,0.92,Excellent (极好)
H3ZMH5.pdb,0.92,Excellent (极好)
W8CQB1.pdb,0.92,Excellent (极好)
Q9S5V6.pdb,0.92,Excellent (极好)
O52629.pdb,0.92,Excellent (极好)
A6YM39.pdb,0.92,Excellent (极好)
Q96Z02.pdb,0.92,Excellent (极好)
B1PHD3.pdb,0.92,Excellent (极好)
P95690.pdb,0.92,Excellent (极好)
Q88K85.pdb,0.92,Excellent (极好)
Q6L047.pdb,0.92,Excellent (极好)
Q93J06.pdb,0.92,Excellent (极好)
Q2VPS0.pdb,0.92,Excellent (极好)
Q65GW7.pdb,0.92,Excellent (极好)
A2R6F5.pdb,0.92,Excellent (极好)
O67501.pdb,0.92,Excellent (极好)
Q8Q0G3.pdb,0.92,Excellent (极好)
V5YT97.pdb,0.92,Excellent (极好)
Q92WA3.pdb,0.92,Excellent (极好)
B3XPZ4.pdb,0.92,Excellent (极好)
Q83WC3.pdb,0.92,Excellent (极好)
Q6GG09.pdb,0.92,Excellent (极好)
Q8X1C8.pdb,0.92,Excellent (极好)
Q5JHY2.pdb,0.92,Excellent (极好)
Q84B22.pdb,0.92,Excellent (极好)
A0A1D0BQV8.pdb,0.92,Excellent (极好)
D7UTZ8.pdb,0.92,Excellent (极好)
K9L4P7.pdb,0.92,Excellent (极好)
A7J1X3.pdb,0.92,Excellent (极好)
Q5JI33.pdb,0.92,Excellent (极好)
A3DJS9.pdb,0.92,Excellent (极好)
W0PFR9.pdb,0.92,Excellent (极好)
Q5JFG7.pdb,0.92,Excellent (极好)
B3Y018.pdb,0.92,Excellent (极好)
P0CW40.pdb,0.92,Excellent (极好)
Q81R98.pdb,0.92,Excellent (极好)
Q8TG27.pdb,0.92,Excellent (极好)
Q8TZL6.pdb,0.92,Excellent (极好)
Q6L0S1.pdb,0.92,Excellent (极好)
Q76M73.pdb,0.92,Excellent (极好)
T1RPY0.pdb,0.92,Excellent (极好)
P10378.pdb,0.92,Excellent (极好)
Q5JGF8.pdb,0.92,Excellent (极好)
A0A088BC14.pdb,0.92,Excellent (极好)
O30438.pdb,0.92,Excellent (极好)
O57980.pdb,0.92,Excellent (极好)
A0A068FNL1.pdb,0.92,Excellent (极好)
B6YUS8.pdb,0.92,Excellent (极好)
D3JU53.pdb,0.92,Excellent (极好)
V9NHA1.pdb,0.92,Excellent (极好)
B6CND6.pdb,0.92,Excellent (极好)
C1L336.pdb,0.92,Excellent (极好)
Q93GB6.pdb,0.92,Excellent (极好)
Q8TXY4.pdb,0.92,Excellent (极好)
Q8U1G2.pdb,0.92,Excellent (极好)
Q9YGB5.pdb,0.92,Excellent (极好)
P31072.pdb,0.92,Excellent (极好)
A1RVM8.pdb,0.92,Excellent (极好)
Q88GF6.pdb,0.92,Excellent (极好)
Q62L02.pdb,0.92,Excellent (极好)
P06169.pdb,0.92,Excellent (极好)
Q9P979.pdb,0.92,Excellent (极好)
A1KU15.pdb,0.92,Excellent (极好)
B3EYM8.pdb,0.92,Excellent (极好)
Q5JHA5.pdb,0.92,Excellent (极好)
P26263.pdb,0.92,Excellent (极好)
A5IKD0.pdb,0.92,Excellent (极好)
B1A4R6.pdb,0.92,Excellent (极好)
Q84HI6.pdb,0.92,Excellent (极好)
F9VNG5.pdb,0.92,Excellent (极好)
Q9V1J7.pdb,0.92,Excellent (极好)
P34210.pdb,0.92,Excellent (极好)
Q5JEK6.pdb,0.92,Excellent (极好)
W8JNL4.pdb,0.92,Excellent (极好)
P00344.pdb,0.92,Excellent (极好)
O54050.pdb,0.92,Excellent (极好)
Q97Z86.pdb,0.92,Excellent (极好)
Q9ALV2.pdb,0.92,Excellent (极好)
A2RNG5.pdb,0.92,Excellent (极好)
Q8J2Z4.pdb,0.92,Excellent (极好)
Q12382.pdb,0.92,Excellent (极好)
O27089.pdb,0.92,Excellent (极好)
Q977X9.pdb,0.92,Excellent (极好)
Q9Y7B6.pdb,0.92,Excellent (极好)
C7P8V7.pdb,0.92,Excellent (极好)
B2DEW2.pdb,0.92,Excellent (极好)
E1CJT1.pdb,0.92,Excellent (极好)
F7J1C8.pdb,0.92,Excellent (极好)
B2W4L0.pdb,0.92,Excellent (极好)
G4I2J6.pdb,0.92,Excellent (极好)
D4GP33.pdb,0.92,Excellent (极好)
Q9CFI2.pdb,0.92,Excellent (极好)
P08303.pdb,0.92,Excellent (极好)
Q60182.pdb,0.92,Excellent (极好)
P25152.pdb,0.92,Excellent (极好)
Q6T1W7.pdb,0.92,Excellent (极好)
Q47898.pdb,0.92,Excellent (极好)
C3W4Q7.pdb,0.92,Excellent (极好)
Q27783.pdb,0.92,Excellent (极好)
Q9HFQ1.pdb,0.92,Excellent (极好)
G2QDN2.pdb,0.92,Excellent (极好)
B2KJ46.pdb,0.92,Excellent (极好)
P0A0Y1.pdb,0.92,Excellent (极好)
P9WJJ5.pdb,0.92,Excellent (极好)
Q2V982.pdb,0.92,Excellent (极好)
P9WPX7.pdb,0.92,Excellent (极好)
Q8NKS6.pdb,0.92,Excellent (极好)
Q0BRB0.pdb,0.92,Excellent (极好)
Q4A041.pdb,0.92,Excellent (极好)
Q9F3K4.pdb,0.92,Excellent (极好)
O67010.pdb,0.92,Excellent (极好)
D1JGU3.pdb,0.92,Excellent (极好)
Q96VH9.pdb,0.92,Excellent (极好)
Q6R6P5.pdb,0.92,Excellent (极好)
O67646.pdb,0.92,Excellent (极好)
Q6QGY5.pdb,0.92,Excellent (极好)
W8CQR1.pdb,0.92,Excellent (极好)
A6VQP8.pdb,0.92,Excellent (极好)
P53051.pdb,0.92,Excellent (极好)
Q76K51.pdb,0.92,Excellent (极好)
P0C0Y5.pdb,0.92,Excellent (极好)
P94531.pdb,0.92,Excellent (极好)
Q21FJ0.pdb,0.92,Excellent (极好)
G3FNL7.pdb,0.92,Excellent (极好)
P10725.pdb,0.92,Excellent (极好)
Q4H2B4.pdb,0.92,Excellent (极好)
P99106.pdb,0.92,Excellent (极好)
Q6TNA5.pdb,0.92,Excellent (极好)
Q9WZ18.pdb,0.92,Excellent (极好)
E2RV69.pdb,0.92,Excellent (极好)
D1A2H1.pdb,0.92,Excellent (极好)
Q45VU2.pdb,0.92,Excellent (极好)
O59089.pdb,0.92,Excellent (极好)
P48827.pdb,0.92,Excellent (极好)
Q87EL2.pdb,0.92,Excellent (极好)
Q5Y152.pdb,0.92,Excellent (极好)
Q0ZS24.pdb,0.92,Excellent (极好)
Q93TJ5.pdb,0.92,Excellent (极好)
Q08295.pdb,0.92,Excellent (极好)
O67848.pdb,0.92,Excellent (极好)
D0EPY0.pdb,0.92,Excellent (极好)
Q0CBM7.pdb,0.92,Excellent (极好)
Q9KJ21.pdb,0.92,Excellent (极好)
Q0VTC7.pdb,0.92,Excellent (极好)
A0MTG4.pdb,0.92,Excellent (极好)
P24828.pdb,0.92,Excellent (极好)
Q59034.pdb,0.92,Excellent (极好)
D2D3B6.pdb,0.92,Excellent (极好)
G3MDB2.pdb,0.92,Excellent (极好)
Q96XT4.pdb,0.92,Excellent (极好)
A0A087D2Y1.pdb,0.92,Excellent (极好)
P38793.pdb,0.92,Excellent (极好)
E7FHC0.pdb,0.92,Excellent (极好)
A4YDR9.pdb,0.92,Excellent (极好)
Q939X3.pdb,0.92,Excellent (极好)
P0C2T6.pdb,0.92,Excellent (极好)
Q8GI16.pdb,0.92,Excellent (极好)
C4B644.pdb,0.92,Excellent (极好)
Q8EJM6.pdb,0.92,Excellent (极好)
Q9RGE6.pdb,0.92,Excellent (极好)
D1MX72.pdb,0.92,Excellent (极好)
O66932.pdb,0.92,Excellent (极好)
P43341.pdb,0.92,Excellent (极好)
D8X180.pdb,0.92,Excellent (极好)
Q89GR3.pdb,0.92,Excellent (极好)
F8G0M4.pdb,0.92,Excellent (极好)
