Filename,Avg_pLDDT,Rating
17671.pdb,0.93,Excellent (极好)
15094.pdb,0.93,Excellent (极好)
585.pdb,0.93,Excellent (极好)
23357.pdb,0.93,Excellent (极好)
253.pdb,0.93,Excellent (极好)
9095.pdb,0.93,Excellent (极好)
8187.pdb,0.93,Excellent (极好)
19754.pdb,0.93,Excellent (极好)
19985.pdb,0.93,Excellent (极好)
6257.pdb,0.93,Excellent (极好)
22834.pdb,0.93,Excellent (极好)
22513.pdb,0.93,Excellent (极好)
19293.pdb,0.93,Excellent (极好)
19923.pdb,0.93,Excellent (极好)
27354.pdb,0.93,Excellent (极好)
9084.pdb,0.93,Excellent (极好)
2908.pdb,0.93,Excellent (极好)
7973.pdb,0.93,Excellent (极好)
29800.pdb,0.93,Excellent (极好)
19480.pdb,0.93,Excellent (极好)
25738.pdb,0.93,Excellent (极好)
11251.pdb,0.93,Excellent (极好)
15548.pdb,0.93,Excellent (极好)
5570.pdb,0.93,Excellent (极好)
20038.pdb,0.93,Excellent (极好)
23876.pdb,0.93,Excellent (极好)
12887.pdb,0.93,Excellent (极好)
17345.pdb,0.93,Excellent (极好)
12198.pdb,0.93,Excellent (极好)
28502.pdb,0.93,Excellent (极好)
29036.pdb,0.93,Excellent (极好)
21719.pdb,0.93,Excellent (极好)
29419.pdb,0.93,Excellent (极好)
10307.pdb,0.93,Excellent (极好)
7770.pdb,0.93,Excellent (极好)
9263.pdb,0.93,Excellent (极好)
8570.pdb,0.93,Excellent (极好)
10550.pdb,0.93,Excellent (极好)
29268.pdb,0.93,Excellent (极好)
28445.pdb,0.93,Excellent (极好)
456.pdb,0.93,Excellent (极好)
7912.pdb,0.93,Excellent (极好)
19291.pdb,0.93,Excellent (极好)
24676.pdb,0.93,Excellent (极好)
28103.pdb,0.93,Excellent (极好)
8446.pdb,0.93,Excellent (极好)
14749.pdb,0.93,Excellent (极好)
6897.pdb,0.93,Excellent (极好)
28151.pdb,0.93,Excellent (极好)
22910.pdb,0.93,Excellent (极好)
28649.pdb,0.93,Excellent (极好)
14591.pdb,0.93,Excellent (极好)
10310.pdb,0.93,Excellent (极好)
29295.pdb,0.93,Excellent (极好)
13249.pdb,0.93,Excellent (极好)
29357.pdb,0.93,Excellent (极好)
27087.pdb,0.93,Excellent (极好)
1870.pdb,0.93,Excellent (极好)
19187.pdb,0.93,Excellent (极好)
3856.pdb,0.93,Excellent (极好)
11893.pdb,0.93,Excellent (极好)
17443.pdb,0.93,Excellent (极好)
20505.pdb,0.93,Excellent (极好)
8076.pdb,0.93,Excellent (极好)
17446.pdb,0.93,Excellent (极好)
31217.pdb,0.93,Excellent (极好)
741.pdb,0.93,Excellent (极好)
21060.pdb,0.93,Excellent (极好)
10591.pdb,0.93,Excellent (极好)
27172.pdb,0.93,Excellent (极好)
7584.pdb,0.93,Excellent (极好)
682.pdb,0.93,Excellent (极好)
31132.pdb,0.93,Excellent (极好)
13867.pdb,0.93,Excellent (极好)
12785.pdb,0.93,Excellent (极好)
12277.pdb,0.93,Excellent (极好)
1216.pdb,0.93,Excellent (极好)
17672.pdb,0.93,Excellent (极好)
20804.pdb,0.93,Excellent (极好)
14133.pdb,0.93,Excellent (极好)
25251.pdb,0.93,Excellent (极好)
2656.pdb,0.93,Excellent (极好)
15667.pdb,0.93,Excellent (极好)
11870.pdb,0.93,Excellent (极好)
25623.pdb,0.93,Excellent (极好)
15173.pdb,0.93,Excellent (极好)
22209.pdb,0.93,Excellent (极好)
2560.pdb,0.93,Excellent (极好)
22043.pdb,0.93,Excellent (极好)
23406.pdb,0.93,Excellent (极好)
3377.pdb,0.93,Excellent (极好)
28477.pdb,0.93,Excellent (极好)
22200.pdb,0.93,Excellent (极好)
4165.pdb,0.93,Excellent (极好)
30139.pdb,0.93,Excellent (极好)
151.pdb,0.93,Excellent (极好)
30688.pdb,0.93,Excellent (极好)
28022.pdb,0.93,Excellent (极好)
10597.pdb,0.93,Excellent (极好)
20104.pdb,0.93,Excellent (极好)
27299.pdb,0.93,Excellent (极好)
8911.pdb,0.93,Excellent (极好)
15471.pdb,0.93,Excellent (极好)
13693.pdb,0.93,Excellent (极好)
23028.pdb,0.93,Excellent (极好)
9380.pdb,0.93,Excellent (极好)
5525.pdb,0.93,Excellent (极好)
8162.pdb,0.93,Excellent (极好)
29963.pdb,0.93,Excellent (极好)
12010.pdb,0.93,Excellent (极好)
14223.pdb,0.93,Excellent (极好)
13187.pdb,0.93,Excellent (极好)
16512.pdb,0.93,Excellent (极好)
21056.pdb,0.93,Excellent (极好)
29035.pdb,0.93,Excellent (极好)
31137.pdb,0.93,Excellent (极好)
20479.pdb,0.93,Excellent (极好)
29924.pdb,0.93,Excellent (极好)
4504.pdb,0.93,Excellent (极好)
27248.pdb,0.93,Excellent (极好)
21999.pdb,0.93,Excellent (极好)
6066.pdb,0.93,Excellent (极好)
1589.pdb,0.93,Excellent (极好)
1546.pdb,0.93,Excellent (极好)
4138.pdb,0.93,Excellent (极好)
11406.pdb,0.93,Excellent (极好)
17906.pdb,0.93,Excellent (极好)
30883.pdb,0.93,Excellent (极好)
16165.pdb,0.93,Excellent (极好)
21394.pdb,0.93,Excellent (极好)
20298.pdb,0.93,Excellent (极好)
30148.pdb,0.93,Excellent (极好)
19887.pdb,0.93,Excellent (极好)
7930.pdb,0.93,Excellent (极好)
12743.pdb,0.93,Excellent (极好)
28077.pdb,0.93,Excellent (极好)
29563.pdb,0.93,Excellent (极好)
27271.pdb,0.93,Excellent (极好)
12394.pdb,0.93,Excellent (极好)
9756.pdb,0.93,Excellent (极好)
152.pdb,0.93,Excellent (极好)
5856.pdb,0.93,Excellent (极好)
1710.pdb,0.93,Excellent (极好)
21047.pdb,0.93,Excellent (极好)
21382.pdb,0.93,Excellent (极好)
15678.pdb,0.93,Excellent (极好)
24572.pdb,0.93,Excellent (极好)
29758.pdb,0.93,Excellent (极好)
21862.pdb,0.93,Excellent (极好)
28032.pdb,0.93,Excellent (极好)
3368.pdb,0.93,Excellent (极好)
12787.pdb,0.93,Excellent (极好)
26737.pdb,0.93,Excellent (极好)
28161.pdb,0.93,Excellent (极好)
801.pdb,0.93,Excellent (极好)
15249.pdb,0.93,Excellent (极好)
14899.pdb,0.93,Excellent (极好)
19286.pdb,0.93,Excellent (极好)
6787.pdb,0.93,Excellent (极好)
22534.pdb,0.93,Excellent (极好)
16369.pdb,0.93,Excellent (极好)
21959.pdb,0.93,Excellent (极好)
24156.pdb,0.93,Excellent (极好)
4196.pdb,0.93,Excellent (极好)
14280.pdb,0.93,Excellent (极好)
17890.pdb,0.93,Excellent (极好)
21830.pdb,0.93,Excellent (极好)
4360.pdb,0.93,Excellent (极好)
12395.pdb,0.93,Excellent (极好)
22476.pdb,0.93,Excellent (极好)
22518.pdb,0.93,Excellent (极好)
7762.pdb,0.93,Excellent (极好)
20897.pdb,0.93,Excellent (极好)
12915.pdb,0.93,Excellent (极好)
21480.pdb,0.93,Excellent (极好)
24461.pdb,0.93,Excellent (极好)
8123.pdb,0.93,Excellent (极好)
4987.pdb,0.93,Excellent (极好)
19218.pdb,0.93,Excellent (极好)
29916.pdb,0.93,Excellent (极好)
134.pdb,0.93,Excellent (极好)
14719.pdb,0.93,Excellent (极好)
11680.pdb,0.93,Excellent (极好)
30641.pdb,0.93,Excellent (极好)
2958.pdb,0.93,Excellent (极好)
18188.pdb,0.93,Excellent (极好)
29225.pdb,0.93,Excellent (极好)
15344.pdb,0.93,Excellent (极好)
30956.pdb,0.93,Excellent (极好)
31120.pdb,0.93,Excellent (极好)
29145.pdb,0.93,Excellent (极好)
24182.pdb,0.93,Excellent (极好)
25914.pdb,0.93,Excellent (极好)
28159.pdb,0.93,Excellent (极好)
7640.pdb,0.93,Excellent (极好)
1305.pdb,0.93,Excellent (极好)
30228.pdb,0.93,Excellent (极好)
29724.pdb,0.93,Excellent (极好)
19101.pdb,0.93,Excellent (极好)
9278.pdb,0.93,Excellent (极好)
672.pdb,0.93,Excellent (极好)
12610.pdb,0.93,Excellent (极好)
7077.pdb,0.93,Excellent (极好)
10852.pdb,0.93,Excellent (极好)
17356.pdb,0.93,Excellent (极好)
24993.pdb,0.93,Excellent (极好)
2492.pdb,0.93,Excellent (极好)
31050.pdb,0.93,Excellent (极好)
22573.pdb,0.93,Excellent (极好)
15907.pdb,0.93,Excellent (极好)
23633.pdb,0.93,Excellent (极好)
27548.pdb,0.93,Excellent (极好)
4696.pdb,0.93,Excellent (极好)
25468.pdb,0.93,Excellent (极好)
8103.pdb,0.93,Excellent (极好)
13668.pdb,0.93,Excellent (极好)
5074.pdb,0.93,Excellent (极好)
29470.pdb,0.93,Excellent (极好)
30325.pdb,0.93,Excellent (极好)
12505.pdb,0.93,Excellent (极好)
29018.pdb,0.93,Excellent (极好)
6488.pdb,0.93,Excellent (极好)
14832.pdb,0.93,Excellent (极好)
24727.pdb,0.93,Excellent (极好)
9106.pdb,0.93,Excellent (极好)
19702.pdb,0.93,Excellent (极好)
22540.pdb,0.93,Excellent (极好)
132.pdb,0.93,Excellent (极好)
9833.pdb,0.93,Excellent (极好)
27439.pdb,0.93,Excellent (极好)
4673.pdb,0.93,Excellent (极好)
29441.pdb,0.93,Excellent (极好)
683.pdb,0.93,Excellent (极好)
12302.pdb,0.93,Excellent (极好)
14962.pdb,0.93,Excellent (极好)
12411.pdb,0.93,Excellent (极好)
12633.pdb,0.93,Excellent (极好)
23119.pdb,0.93,Excellent (极好)
18145.pdb,0.93,Excellent (极好)
27562.pdb,0.93,Excellent (极好)
9733.pdb,0.93,Excellent (极好)
2768.pdb,0.93,Excellent (极好)
15089.pdb,0.93,Excellent (极好)
4042.pdb,0.93,Excellent (极好)
23329.pdb,0.93,Excellent (极好)
29389.pdb,0.93,Excellent (极好)
7882.pdb,0.93,Excellent (极好)
27637.pdb,0.93,Excellent (极好)
5981.pdb,0.93,Excellent (极好)
5042.pdb,0.93,Excellent (极好)
14398.pdb,0.93,Excellent (极好)
13579.pdb,0.93,Excellent (极好)
16146.pdb,0.93,Excellent (极好)
28126.pdb,0.93,Excellent (极好)
4854.pdb,0.93,Excellent (极好)
21734.pdb,0.93,Excellent (极好)
3304.pdb,0.93,Excellent (极好)
13615.pdb,0.93,Excellent (极好)
8516.pdb,0.93,Excellent (极好)
23790.pdb,0.93,Excellent (极好)
8556.pdb,0.93,Excellent (极好)
8154.pdb,0.93,Excellent (极好)
4754.pdb,0.93,Excellent (极好)
20002.pdb,0.93,Excellent (极好)
27134.pdb,0.93,Excellent (极好)
8299.pdb,0.93,Excellent (极好)
20690.pdb,0.93,Excellent (极好)
15098.pdb,0.93,Excellent (极好)
12901.pdb,0.93,Excellent (极好)
10670.pdb,0.93,Excellent (极好)
2354.pdb,0.93,Excellent (极好)
12384.pdb,0.93,Excellent (极好)
12352.pdb,0.93,Excellent (极好)
25074.pdb,0.93,Excellent (极好)
20665.pdb,0.93,Excellent (极好)
27578.pdb,0.93,Excellent (极好)
12433.pdb,0.93,Excellent (极好)
21965.pdb,0.93,Excellent (极好)
15101.pdb,0.93,Excellent (极好)
8148.pdb,0.93,Excellent (极好)
30091.pdb,0.93,Excellent (极好)
14901.pdb,0.93,Excellent (极好)
3205.pdb,0.93,Excellent (极好)
15654.pdb,0.93,Excellent (极好)
9283.pdb,0.93,Excellent (极好)
26523.pdb,0.93,Excellent (极好)
606.pdb,0.93,Excellent (极好)
8397.pdb,0.93,Excellent (极好)
30021.pdb,0.93,Excellent (极好)
3743.pdb,0.93,Excellent (极好)
10812.pdb,0.93,Excellent (极好)
19229.pdb,0.93,Excellent (极好)
21367.pdb,0.93,Excellent (极好)
15946.pdb,0.93,Excellent (极好)
21756.pdb,0.93,Excellent (极好)
10422.pdb,0.93,Excellent (极好)
23290.pdb,0.93,Excellent (极好)
27597.pdb,0.93,Excellent (极好)
12133.pdb,0.93,Excellent (极好)
17711.pdb,0.93,Excellent (极好)
11760.pdb,0.93,Excellent (极好)
11732.pdb,0.93,Excellent (极好)
30118.pdb,0.93,Excellent (极好)
15655.pdb,0.93,Excellent (极好)
30092.pdb,0.93,Excellent (极好)
3798.pdb,0.93,Excellent (极好)
28640.pdb,0.93,Excellent (极好)
14868.pdb,0.93,Excellent (极好)
9302.pdb,0.93,Excellent (极好)
5275.pdb,0.93,Excellent (极好)
29485.pdb,0.93,Excellent (极好)
21922.pdb,0.93,Excellent (极好)
30895.pdb,0.93,Excellent (极好)
29381.pdb,0.93,Excellent (极好)
15985.pdb,0.93,Excellent (极好)
15045.pdb,0.93,Excellent (极好)
28179.pdb,0.93,Excellent (极好)
5843.pdb,0.93,Excellent (极好)
1792.pdb,0.93,Excellent (极好)
22520.pdb,0.93,Excellent (极好)
12807.pdb,0.93,Excellent (极好)
21631.pdb,0.93,Excellent (极好)
26882.pdb,0.93,Excellent (极好)
21050.pdb,0.93,Excellent (极好)
7873.pdb,0.93,Excellent (极好)
28174.pdb,0.93,Excellent (极好)
5109.pdb,0.93,Excellent (极好)
17337.pdb,0.93,Excellent (极好)
24778.pdb,0.93,Excellent (极好)
25144.pdb,0.93,Excellent (极好)
5375.pdb,0.93,Excellent (极好)
22001.pdb,0.93,Excellent (极好)
29526.pdb,0.93,Excellent (极好)
20176.pdb,0.93,Excellent (极好)
17396.pdb,0.93,Excellent (极好)
6536.pdb,0.93,Excellent (极好)
21546.pdb,0.93,Excellent (极好)
607.pdb,0.93,Excellent (极好)
24283.pdb,0.93,Excellent (极好)
30459.pdb,0.93,Excellent (极好)
14431.pdb,0.93,Excellent (极好)
8922.pdb,0.93,Excellent (极好)
21518.pdb,0.93,Excellent (极好)
22702.pdb,0.93,Excellent (极好)
5283.pdb,0.93,Excellent (极好)
22016.pdb,0.93,Excellent (极好)
29517.pdb,0.93,Excellent (极好)
14447.pdb,0.93,Excellent (极好)
12796.pdb,0.93,Excellent (极好)
16252.pdb,0.93,Excellent (极好)
25628.pdb,0.93,Excellent (极好)
5323.pdb,0.93,Excellent (极好)
7555.pdb,0.93,Excellent (极好)
5937.pdb,0.93,Excellent (极好)
15554.pdb,0.93,Excellent (极好)
4142.pdb,0.93,Excellent (极好)
1932.pdb,0.93,Excellent (极好)
14964.pdb,0.93,Excellent (极好)
7276.pdb,0.93,Excellent (极好)
1720.pdb,0.93,Excellent (极好)
23192.pdb,0.93,Excellent (极好)
2527.pdb,0.93,Excellent (极好)
12219.pdb,0.93,Excellent (极好)
14499.pdb,0.93,Excellent (极好)
13233.pdb,0.93,Excellent (极好)
1524.pdb,0.93,Excellent (极好)
30359.pdb,0.93,Excellent (极好)
783.pdb,0.93,Excellent (极好)
8177.pdb,0.93,Excellent (极好)
23605.pdb,0.93,Excellent (极好)
8436.pdb,0.93,Excellent (极好)
17693.pdb,0.93,Excellent (极好)
24865.pdb,0.93,Excellent (极好)
25156.pdb,0.93,Excellent (极好)
25066.pdb,0.93,Excellent (极好)
1717.pdb,0.93,Excellent (极好)
12206.pdb,0.93,Excellent (极好)
20370.pdb,0.93,Excellent (极好)
26654.pdb,0.93,Excellent (极好)
11302.pdb,0.93,Excellent (极好)
10877.pdb,0.93,Excellent (极好)
10714.pdb,0.93,Excellent (极好)
20755.pdb,0.93,Excellent (极好)
15556.pdb,0.93,Excellent (极好)
10044.pdb,0.93,Excellent (极好)
9399.pdb,0.93,Excellent (极好)
6291.pdb,0.93,Excellent (极好)
603.pdb,0.93,Excellent (极好)
27545.pdb,0.93,Excellent (极好)
30355.pdb,0.93,Excellent (极好)
22197.pdb,0.93,Excellent (极好)
7145.pdb,0.93,Excellent (极好)
7950.pdb,0.93,Excellent (极好)
28656.pdb,0.93,Excellent (极好)
14104.pdb,0.93,Excellent (极好)
8135.pdb,0.93,Excellent (极好)
136.pdb,0.93,Excellent (极好)
909.pdb,0.93,Excellent (极好)
4469.pdb,0.93,Excellent (极好)
2095.pdb,0.93,Excellent (极好)
28539.pdb,0.93,Excellent (极好)
5417.pdb,0.92,Excellent (极好)
2140.pdb,0.92,Excellent (极好)
30382.pdb,0.92,Excellent (极好)
13110.pdb,0.92,Excellent (极好)
2955.pdb,0.92,Excellent (极好)
9444.pdb,0.92,Excellent (极好)
28227.pdb,0.92,Excellent (极好)
4601.pdb,0.92,Excellent (极好)
7789.pdb,0.92,Excellent (极好)
28788.pdb,0.92,Excellent (极好)
26733.pdb,0.92,Excellent (极好)
21826.pdb,0.92,Excellent (极好)
21875.pdb,0.92,Excellent (极好)
22763.pdb,0.92,Excellent (极好)
28423.pdb,0.92,Excellent (极好)
27755.pdb,0.92,Excellent (极好)
7271.pdb,0.92,Excellent (极好)
28240.pdb,0.92,Excellent (极好)
25822.pdb,0.92,Excellent (极好)
28657.pdb,0.92,Excellent (极好)
20352.pdb,0.92,Excellent (极好)
25112.pdb,0.92,Excellent (极好)
8928.pdb,0.92,Excellent (极好)
12752.pdb,0.92,Excellent (极好)
4934.pdb,0.92,Excellent (极好)
10795.pdb,0.92,Excellent (极好)
17924.pdb,0.92,Excellent (极好)
19158.pdb,0.92,Excellent (极好)
626.pdb,0.92,Excellent (极好)
14548.pdb,0.92,Excellent (极好)
21904.pdb,0.92,Excellent (极好)
13243.pdb,0.92,Excellent (极好)
775.pdb,0.92,Excellent (极好)
19184.pdb,0.92,Excellent (极好)
29774.pdb,0.92,Excellent (极好)
8847.pdb,0.92,Excellent (极好)
10774.pdb,0.92,Excellent (极好)
24590.pdb,0.92,Excellent (极好)
2575.pdb,0.92,Excellent (极好)
7846.pdb,0.92,Excellent (极好)
6914.pdb,0.92,Excellent (极好)
11591.pdb,0.92,Excellent (极好)
24986.pdb,0.92,Excellent (极好)
30620.pdb,0.92,Excellent (极好)
10292.pdb,0.92,Excellent (极好)
15046.pdb,0.92,Excellent (极好)
28449.pdb,0.92,Excellent (极好)
19898.pdb,0.92,Excellent (极好)
6961.pdb,0.92,Excellent (极好)
21905.pdb,0.92,Excellent (极好)
9802.pdb,0.92,Excellent (极好)
17675.pdb,0.92,Excellent (极好)
15899.pdb,0.92,Excellent (极好)
9229.pdb,0.92,Excellent (极好)
14782.pdb,0.92,Excellent (极好)
1422.pdb,0.92,Excellent (极好)
15256.pdb,0.92,Excellent (极好)
13616.pdb,0.92,Excellent (极好)
30627.pdb,0.92,Excellent (极好)
7270.pdb,0.92,Excellent (极好)
24115.pdb,0.92,Excellent (极好)
24785.pdb,0.92,Excellent (极好)
9777.pdb,0.92,Excellent (极好)
8697.pdb,0.92,Excellent (极好)
25609.pdb,0.92,Excellent (极好)
14914.pdb,0.92,Excellent (极好)
26596.pdb,0.92,Excellent (极好)
6744.pdb,0.92,Excellent (极好)
28472.pdb,0.92,Excellent (极好)
15291.pdb,0.92,Excellent (极好)
8986.pdb,0.92,Excellent (极好)
158.pdb,0.92,Excellent (极好)
20703.pdb,0.92,Excellent (极好)
10249.pdb,0.92,Excellent (极好)
9232.pdb,0.92,Excellent (极好)
247.pdb,0.92,Excellent (极好)
22208.pdb,0.92,Excellent (极好)
9257.pdb,0.92,Excellent (极好)
24143.pdb,0.92,Excellent (极好)
9368.pdb,0.92,Excellent (极好)
9039.pdb,0.92,Excellent (极好)
29579.pdb,0.92,Excellent (极好)
1839.pdb,0.92,Excellent (极好)
2697.pdb,0.92,Excellent (极好)
13605.pdb,0.92,Excellent (极好)
7830.pdb,0.92,Excellent (极好)
26679.pdb,0.92,Excellent (极好)
1588.pdb,0.92,Excellent (极好)
478.pdb,0.92,Excellent (极好)
20379.pdb,0.92,Excellent (极好)
108.pdb,0.92,Excellent (极好)
535.pdb,0.92,Excellent (极好)
29094.pdb,0.92,Excellent (极好)
7554.pdb,0.92,Excellent (极好)
24302.pdb,0.92,Excellent (极好)
20058.pdb,0.92,Excellent (极好)
520.pdb,0.92,Excellent (极好)
11683.pdb,0.92,Excellent (极好)
28162.pdb,0.92,Excellent (极好)
28036.pdb,0.92,Excellent (极好)
29385.pdb,0.92,Excellent (极好)
7339.pdb,0.92,Excellent (极好)
30006.pdb,0.92,Excellent (极好)
140.pdb,0.92,Excellent (极好)
9519.pdb,0.92,Excellent (极好)
29406.pdb,0.92,Excellent (极好)
12009.pdb,0.92,Excellent (极好)
14845.pdb,0.92,Excellent (极好)
302.pdb,0.92,Excellent (极好)
2708.pdb,0.92,Excellent (极好)
21601.pdb,0.92,Excellent (极好)
27540.pdb,0.92,Excellent (极好)
7688.pdb,0.92,Excellent (极好)
10480.pdb,0.92,Excellent (极好)
27516.pdb,0.92,Excellent (极好)
28677.pdb,0.92,Excellent (极好)
29214.pdb,0.92,Excellent (极好)
18260.pdb,0.92,Excellent (极好)
28581.pdb,0.92,Excellent (极好)
29755.pdb,0.92,Excellent (极好)
27266.pdb,0.92,Excellent (极好)
22010.pdb,0.92,Excellent (极好)
12363.pdb,0.92,Excellent (极好)
13904.pdb,0.92,Excellent (极好)
1857.pdb,0.92,Excellent (极好)
1953.pdb,0.92,Excellent (极好)
14857.pdb,0.92,Excellent (极好)
5385.pdb,0.92,Excellent (极好)
20144.pdb,0.92,Excellent (极好)
9737.pdb,0.92,Excellent (极好)
14959.pdb,0.92,Excellent (极好)
20268.pdb,0.92,Excellent (极好)
8432.pdb,0.92,Excellent (极好)
11191.pdb,0.92,Excellent (极好)
29122.pdb,0.92,Excellent (极好)
15355.pdb,0.92,Excellent (极好)
4214.pdb,0.92,Excellent (极好)
21454.pdb,0.92,Excellent (极好)
28689.pdb,0.92,Excellent (极好)
30016.pdb,0.92,Excellent (极好)
29203.pdb,0.92,Excellent (极好)
15544.pdb,0.92,Excellent (极好)
15550.pdb,0.92,Excellent (极好)
18262.pdb,0.92,Excellent (极好)
11556.pdb,0.92,Excellent (极好)
25528.pdb,0.92,Excellent (极好)
29789.pdb,0.92,Excellent (极好)
7543.pdb,0.92,Excellent (极好)
19943.pdb,0.92,Excellent (极好)
1746.pdb,0.92,Excellent (极好)
26613.pdb,0.92,Excellent (极好)
5524.pdb,0.92,Excellent (极好)
19721.pdb,0.92,Excellent (极好)
3563.pdb,0.92,Excellent (极好)
430.pdb,0.92,Excellent (极好)
11541.pdb,0.92,Excellent (极好)
10426.pdb,0.92,Excellent (极好)
5988.pdb,0.92,Excellent (极好)
2637.pdb,0.92,Excellent (极好)
29467.pdb,0.92,Excellent (极好)
330.pdb,0.92,Excellent (极好)
1572.pdb,0.92,Excellent (极好)
13120.pdb,0.92,Excellent (极好)
14982.pdb,0.92,Excellent (极好)
27370.pdb,0.92,Excellent (极好)
14530.pdb,0.92,Excellent (极好)
28169.pdb,0.92,Excellent (极好)
30879.pdb,0.92,Excellent (极好)
7290.pdb,0.92,Excellent (极好)
23228.pdb,0.92,Excellent (极好)
24830.pdb,0.92,Excellent (极好)
14043.pdb,0.92,Excellent (极好)
30193.pdb,0.92,Excellent (极好)
29591.pdb,0.92,Excellent (极好)
7635.pdb,0.92,Excellent (极好)
27229.pdb,0.92,Excellent (极好)
14589.pdb,0.92,Excellent (极好)
2531.pdb,0.92,Excellent (极好)
9134.pdb,0.92,Excellent (极好)
14410.pdb,0.92,Excellent (极好)
13145.pdb,0.92,Excellent (极好)
22012.pdb,0.92,Excellent (极好)
23063.pdb,0.92,Excellent (极好)
22529.pdb,0.92,Excellent (极好)
10084.pdb,0.92,Excellent (极好)
14440.pdb,0.92,Excellent (极好)
1684.pdb,0.92,Excellent (极好)
24185.pdb,0.92,Excellent (极好)
17896.pdb,0.92,Excellent (极好)
3066.pdb,0.92,Excellent (极好)
2308.pdb,0.92,Excellent (极好)
9224.pdb,0.92,Excellent (极好)
7855.pdb,0.92,Excellent (极好)
12873.pdb,0.92,Excellent (极好)
30036.pdb,0.92,Excellent (极好)
6547.pdb,0.92,Excellent (极好)
25620.pdb,0.92,Excellent (极好)
1859.pdb,0.92,Excellent (极好)
9033.pdb,0.92,Excellent (极好)
12878.pdb,0.92,Excellent (极好)
20015.pdb,0.92,Excellent (极好)
7151.pdb,0.92,Excellent (极好)
432.pdb,0.92,Excellent (极好)
2428.pdb,0.92,Excellent (极好)
12126.pdb,0.92,Excellent (极好)
88.pdb,0.92,Excellent (极好)
25644.pdb,0.92,Excellent (极好)
4808.pdb,0.92,Excellent (极好)
4440.pdb,0.92,Excellent (极好)
25187.pdb,0.92,Excellent (极好)
15542.pdb,0.92,Excellent (极好)
27645.pdb,0.92,Excellent (极好)
2757.pdb,0.92,Excellent (极好)
19889.pdb,0.92,Excellent (极好)
14954.pdb,0.92,Excellent (极好)
8419.pdb,0.92,Excellent (极好)
6481.pdb,0.92,Excellent (极好)
20548.pdb,0.92,Excellent (极好)
9772.pdb,0.92,Excellent (极好)
2171.pdb,0.92,Excellent (极好)
14251.pdb,0.92,Excellent (极好)
15458.pdb,0.92,Excellent (极好)
8710.pdb,0.92,Excellent (极好)
7442.pdb,0.92,Excellent (极好)
7822.pdb,0.92,Excellent (极好)
21611.pdb,0.92,Excellent (极好)
14457.pdb,0.92,Excellent (极好)
15246.pdb,0.92,Excellent (极好)
15591.pdb,0.92,Excellent (极好)
3568.pdb,0.92,Excellent (极好)
13170.pdb,0.92,Excellent (极好)
16119.pdb,0.92,Excellent (极好)
27255.pdb,0.92,Excellent (极好)
16150.pdb,0.92,Excellent (极好)
28029.pdb,0.92,Excellent (极好)
27147.pdb,0.92,Excellent (极好)
12306.pdb,0.92,Excellent (极好)
27352.pdb,0.92,Excellent (极好)
7295.pdb,0.92,Excellent (极好)
6993.pdb,0.92,Excellent (极好)
5868.pdb,0.92,Excellent (极好)
18157.pdb,0.92,Excellent (极好)
27630.pdb,0.92,Excellent (极好)
8435.pdb,0.92,Excellent (极好)
7205.pdb,0.92,Excellent (极好)
29497.pdb,0.92,Excellent (极好)
12134.pdb,0.92,Excellent (极好)
16048.pdb,0.92,Excellent (极好)
11511.pdb,0.92,Excellent (极好)
6582.pdb,0.92,Excellent (极好)
25714.pdb,0.92,Excellent (极好)
452.pdb,0.92,Excellent (极好)
26420.pdb,0.92,Excellent (极好)
26802.pdb,0.92,Excellent (极好)
26392.pdb,0.92,Excellent (极好)
21558.pdb,0.92,Excellent (极好)
6428.pdb,0.92,Excellent (极好)
15136.pdb,0.92,Excellent (极好)
2667.pdb,0.92,Excellent (极好)
3357.pdb,0.92,Excellent (极好)
10038.pdb,0.92,Excellent (极好)
8724.pdb,0.92,Excellent (极好)
29310.pdb,0.92,Excellent (极好)
1739.pdb,0.92,Excellent (极好)
28226.pdb,0.92,Excellent (极好)
27247.pdb,0.92,Excellent (极好)
399.pdb,0.92,Excellent (极好)
6748.pdb,0.92,Excellent (极好)
25275.pdb,0.92,Excellent (极好)
7642.pdb,0.92,Excellent (极好)
31249.pdb,0.92,Excellent (极好)
4549.pdb,0.92,Excellent (极好)
19910.pdb,0.92,Excellent (极好)
28399.pdb,0.92,Excellent (极好)
5701.pdb,0.92,Excellent (极好)
17667.pdb,0.92,Excellent (极好)
11631.pdb,0.92,Excellent (极好)
14225.pdb,0.92,Excellent (极好)
20158.pdb,0.92,Excellent (极好)
24232.pdb,0.92,Excellent (极好)
26176.pdb,0.92,Excellent (极好)
8239.pdb,0.92,Excellent (极好)
2034.pdb,0.92,Excellent (极好)
9258.pdb,0.92,Excellent (极好)
21629.pdb,0.92,Excellent (极好)
22035.pdb,0.92,Excellent (极好)
19752.pdb,0.92,Excellent (极好)
21533.pdb,0.92,Excellent (极好)
26710.pdb,0.92,Excellent (极好)
27780.pdb,0.92,Excellent (极好)
12533.pdb,0.92,Excellent (极好)
8449.pdb,0.92,Excellent (极好)
4762.pdb,0.92,Excellent (极好)
19347.pdb,0.92,Excellent (极好)
12739.pdb,0.92,Excellent (极好)
29264.pdb,0.92,Excellent (极好)
28682.pdb,0.92,Excellent (极好)
12521.pdb,0.92,Excellent (极好)
8060.pdb,0.92,Excellent (极好)
